MARN,Full_name,Experience_years,Education,Age,Work_experience,Charge,Visa type,Booking preference,Location,Success rate,Language,Employment Type,Google rating,Availability
963835,Yashpal Erda,16,Diploma,33-39,1 - 3 years,201 – 500 AUD,482,Inperson,WA,>81%,Norwegian,Independent,3.4,4- 6 month
1912010,Yasmin Fama Hedayaty,6,Diploma,18-24,3 -  5 years,500+ AUD,200,Inperson,NSW,< 30%,Farsi,Independent,2.9,Immediately
1680071,Yatharth Philip Bharadwaj,9,Bachelor ,33-39,> 5 years,0 ~ 100 AUD,858,Online,NSW,31%-50%,Japanese,Organized,3.6,4- 6 month
1790592,Yau Pang Mak,8,Bachelor ,25-32,< 1 year,101– 200 AUD,120,Online,WA,>81%,Ilokano,Organized,2.8,Immediately
2117633,Ye Li,4,Doctorate,40-44,> 5 years,0 ~ 100 AUD,407,Online,NT, 51 %- 80 %,Chinese - Hokkien,Organized,3.5,1 month
741684,Ye Yang,18,Year 12 and below,33-39,< 1 year,0 ~ 100 AUD,461,Both,VIC,< 30%,Portuguese,Independent,3.2,Immediately
1793364,Ye Fan,8,Master,25-32,3 -  5 years,201 – 500 AUD,462,Online,VIC,31%-50%,Romanian,Independent,3.1,Immediately
2318113,Yen Ngoc Nguyen,2,Bachelor ,33-39,1 - 3 years,0 ~ 100 AUD,188,Online,WA,>81%,Pidgin,Organized,3.7,4- 6 month
4240,Yeon-Cheol Jeong,25,Diploma,40-44,< 1 year,201 – 500 AUD,19,Inperson,SA,>81%,Urdu,Independent,2.7,4- 6 month
9803836,Yevgen Kyselov,27,Bachelor ,18-24,> 5 years,101– 200 AUD,576,Inperson,VIC,31%-50%,Sinhalese,Independent,4.6,4- 6 month
321639,Yew Liang James Kon,22,Doctorate,25-32,3 -  5 years,201 – 500 AUD,190,Both,NT, 51 %- 80 %,Swahili,Organized,3.4,1 month
531862,Ye-Yun Bert Wu,20,Bachelor ,45+,1 - 3 years,201 – 500 AUD,494,Both,NSW,>81%,Urdu,Organized,3.4,Immediately
2942,Yftach Ytzhak Saar,25,Doctorate,18-24,< 1 year,500+ AUD,200,Inperson,QLD,>81%,Bosnian,Independent,3.4,2 - 3 month
1799535,Yi Yang,8,Doctorate,25-32,3 -  5 years,0 ~ 100 AUD,884,Online,VIC,< 30%,Hebrew,Independent,2.6,1 month
1802013,Yi Luo,7,Master,25-32,> 5 years,0 ~ 100 AUD,820,Both,NSW,31%-50%,Romanian,Independent,3.4,2 - 3 month
1803830,Yi Wang,7,Doctorate,33-39,< 1 year,201 – 500 AUD,893,Inperson,NSW,31%-50%,Japanese,Independent,3.5,4- 6 month
1806715,Yi You,7,Doctorate,25-32,3 -  5 years,201 – 500 AUD,030,Inperson,WA,31%-50%,Chinese - Hokkien,Organized,3.7,Immediately
2014351,Yi Zhou,5,Master,33-39,> 5 years,500+ AUD,421,Both,TAS,>81%,Nepali,Organized,3.0,4- 6 month
316387,Yi Feng,22,Bachelor ,25-32,< 1 year,500+ AUD,445,Online,SA,31%-50%,Albanian,Independent,3.5,1 month
701304,Yi Qiang,18,Diploma,25-32,< 1 year,500+ AUD,601,Inperson,NSW,>81%,Punjabi,Independent,2.5,Immediately
746381,Yi Ouyang,18,Bachelor ,18-24,1 - 3 years,101– 200 AUD,845,Online,ACT,>81%,Montenegrin,Independent,3.8,2 - 3 month
961171,Yi Wu,16,Master,25-32,3 -  5 years,0 ~ 100 AUD,864,Both,TAS, 51 %- 80 %,Cambodian,Independent,3.5,Immediately
1281923,Yi Bao,13,Diploma,45+,> 5 years,0 ~ 100 AUD,151,Online,VIC, 51 %- 80 %,Danish,Organized,3.6,1 month
1463250,Yi Zhang,11,Doctorate,18-24,1 - 3 years,0 ~ 100 AUD,116,Inperson,SA, 51 %- 80 %,Swahili,Organized,3.2,4- 6 month
1573360,Yi Zhang,10,Year 12 and below,25-32,> 5 years,500+ AUD,151,Both,SA, 51 %- 80 %,Khmer,Independent,3.5,Immediately
1681456,Yi Wang,9,Bachelor ,25-32,1 - 3 years,201 – 500 AUD,155,Inperson,WA, 51 %- 80 %,Bulgarian,Independent,4.0,4- 6 month
1794845,Yi Zhou,8,Master,< 18,1 - 3 years,500+ AUD,801,Inperson,NSW,>81%,Syriac,Independent,3.0,4- 6 month
1800671,Yi Kai Zhang,7,Bachelor ,33-39,1 - 3 years,101– 200 AUD,103,Both,QLD,< 30%,Indonesian,Independent,4.2,4- 6 month
1800171,Yi Ping Chui,7,Master,18-24,1 - 3 years,0 ~ 100 AUD,820,Online,SA,< 30%,Indonesian,Organized,4.5,1 month
1687545,Yi Ting Florence  Tang,9,Doctorate,45+,< 1 year,500+ AUD,200,Online,VIC,< 30%,Thai,Independent,3.5,Immediately
48,Yibo Tang,25,Doctorate,25-32,< 1 year,201 – 500 AUD,300,Online,NT, 51 %- 80 %,Croatian,Organized,3.1,Immediately
1572389,Yichen Liu,10,Doctorate,25-32,3 -  5 years,500+ AUD,201,Both,TAS,31%-50%,Chinese - Mandarin,Organized,4.7,Immediately
1170541,Yichuan Tian,14,Year 12 and below,25-32,< 1 year,201 – 500 AUD,176,Inperson,QLD,31%-50%,Montenegrin,Organized,4.3,4- 6 month
2318158,Yicong YU,2,Doctorate,33-39,1 - 3 years,500+ AUD,576,Online,QLD, 51 %- 80 %,Dutch,Organized,3.9,4- 6 month
1574252,Yida Xu,10,Diploma,33-39,3 -  5 years,500+ AUD,400,Online,NT,< 30%,Hungarian,Organized,4.1,Immediately
2217768,Yier Hu,3,Year 12 and below,33-39,1 - 3 years,500+ AUD,101,Online,NSW,>81%,Fijian,Independent,2.8,4- 6 month
1684639,Yifan Gao,9,Year 12 and below,25-32,< 1 year,500+ AUD,573,Both,ACT, 51 %- 80 %,Arabic,Organized,4.6,1 month
1678755,Yifei Zhang,9,Bachelor ,25-32,> 5 years,500+ AUD,457,Both,SA,31%-50%,Burmese,Independent,4.0,4- 6 month
634935,Yifu Sun,19,Diploma,18-24,1 - 3 years,201 – 500 AUD,428,Online,NT,31%-50%,Greek,Independent,4.4,2 - 3 month
1386476,Yige Wang,12,Year 12 and below,33-39,> 5 years,101– 200 AUD,988,Inperson,WA,< 30%,Russian,Independent,3.5,Immediately
1575062,Yijia Xu,10,Bachelor ,18-24,3 -  5 years,0 ~ 100 AUD,117,Inperson,WA,31%-50%,Montenegrin,Organized,3.7,Immediately
901300,Yijiong Edgar Dong,16,Master,33-39,1 - 3 years,0 ~ 100 AUD,685,Inperson,VIC, 51 %- 80 %,Burmese,Organized,3.9,Immediately
957831,Yik Kong Lo,16,Year 12 and below,33-39,> 5 years,0 ~ 100 AUD,956,Online,VIC,>81%,Italian,Organized,2.9,4- 6 month
1804688,Yi-Lan Liu,7,Bachelor ,25-32,< 1 year,0 ~ 100 AUD,421,Both,NSW,>81%,Polish,Independent,4.2,2 - 3 month
1808462,Yiman Xu,7,Bachelor ,25-32,< 1 year,201 – 500 AUD,444,Both,SA,>81%,Lithuanian,Organized,2.5,4- 6 month
1460762,Yimin Wang,11,Master,18-24,< 1 year,500+ AUD,444,Online,WA, 51 %- 80 %,Norwegian,Organized,5.0,2 - 3 month
2217777,Yin Zhao,3,Year 12 and below,40-44,3 -  5 years,0 ~ 100 AUD,573,Online,NSW,>81%,Chinese - Min,Independent,4.1,1 month
320090,Yin Tan,22,Bachelor ,18-24,3 -  5 years,101– 200 AUD,858,Inperson,VIC,< 30%,Swedish,Organized,3.4,1 month
1385553,Yin Cheng,12,Diploma,18-24,1 - 3 years,201 – 500 AUD,121,Online,ACT,< 30%,Pidgin,Organized,2.7,Immediately
1687165,Yin Wu,9,Bachelor ,25-32,< 1 year,101– 200 AUD,406,Online,NSW, 51 %- 80 %,Korean,Independent,2.6,2 - 3 month
1688242,Yin Huang,9,Doctorate,33-39,3 -  5 years,0 ~ 100 AUD,407,Online,ACT,< 30%,Turkish,Independent,4.4,4- 6 month
1792725,Yin Gao,8,Year 12 and below,18-24,< 1 year,101– 200 AUD,890,Inperson,SA, 51 %- 80 %,Amharic,Independent,4.6,Immediately
1575093,Yin Mei Wong,10,Year 12 and below,18-24,> 5 years,0 ~ 100 AUD,485,Online,SA,< 30%,Romanian,Organized,3.3,4- 6 month
1909984,Ying Ding,6,Year 12 and below,25-32,> 5 years,101– 200 AUD,457,Online,QLD,31%-50%,Greek,Independent,3.1,1 month
2217779,Ying Wang,3,Bachelor ,25-32,< 1 year,0 ~ 100 AUD,457,Online,WA, 51 %- 80 %,Hebrew,Organized,4.9,4- 6 month
746343,Ying Liu,18,Bachelor ,18-24,3 -  5 years,0 ~ 100 AUD,573,Online,TAS, 51 %- 80 %,Portuguese,Independent,4.4,2 - 3 month
958103,Ying Ying Wong,16,Doctorate,18-24,< 1 year,101– 200 AUD,461,Both,ACT,< 30%,Tamil,Independent,4.6,1 month
960347,Ying Yue,16,Bachelor ,33-39,1 - 3 years,0 ~ 100 AUD,175,Online,NSW, 51 %- 80 %,Indonesian,Organized,4.9,4- 6 month
1280024,Ying Cai,13,Year 12 and below,33-39,1 - 3 years,201 – 500 AUD,835,Online,VIC,< 30%,Bulgarian,Organized,3.6,1 month
1678957,Ying Zhang,9,Bachelor ,25-32,< 1 year,101– 200 AUD,417,Both,TAS,31%-50%,Burmese,Organized,2.7,Immediately
1573637,Ying Zhao,10,Bachelor ,45+,3 -  5 years,0 ~ 100 AUD,051,Both,NT,31%-50%,Chinese - Mandarin,Independent,5.0,1 month
1575480,Ying Li,10,Diploma,25-32,1 - 3 years,500+ AUD,116,Both,NT, 51 %- 80 %,Fijian,Independent,2.5,1 month
1678104,Ying Liu,9,Master,< 18,> 5 years,0 ~ 100 AUD,201,Online,NT, 51 %- 80 %,Arabic,Organized,4.8,Immediately
1683196,Ying Long,9,Diploma,25-32,3 -  5 years,201 – 500 AUD,771,Online,NT, 51 %- 80 %,Marathi,Independent,3.8,2 - 3 month
1689223,Ying Zhang,9,Doctorate,45+,3 -  5 years,500+ AUD,976,Inperson,ACT,< 30%,Montenegrin,Organized,3.3,1 month
963506,Ying Jia Quan,16,Year 12 and below,25-32,> 5 years,201 – 500 AUD,976,Online,SA,31%-50%,French,Organized,3.1,Immediately
2318092,Ying-Chun Chen,2,Bachelor ,25-32,< 1 year,500+ AUD,456,Inperson,NSW,31%-50%,Arabic,Organized,3.4,2 - 3 month
2318081,Ying-Hsuan Tseng,2,Master,33-39,> 5 years,101– 200 AUD,100,Online,QLD,31%-50%,Hungarian,Organized,2.6,2 - 3 month
1808760,Yingjie Lu,7,Doctorate,25-32,> 5 years,101– 200 AUD,685,Inperson,TAS,>81%,Chinese - Mandarin,Organized,2.9,1 month
1464919,Yinglai Tian Edwards,11,Bachelor ,18-24,1 - 3 years,201 – 500 AUD,676,Online,NSW,< 30%,Greek,Organized,4.6,2 - 3 month
1801809,Yingliang Nie,7,Doctorate,25-32,> 5 years,201 – 500 AUD,887,Inperson,NSW, 51 %- 80 %,Ukrainian,Independent,3.2,Immediately
1791124,Yingtong Jin,8,Diploma,25-32,1 - 3 years,201 – 500 AUD,462,Online,QLD, 51 %- 80 %,Chinese - Hokkien,Organized,4.9,4- 6 month
1466091,Yingwei Wang,11,Doctorate,45+,3 -  5 years,500+ AUD,856,Both,TAS, 51 %- 80 %,Ukrainian,Organized,4.8,1 month
848860,Yingying Liang,17,Bachelor ,45+,3 -  5 years,500+ AUD,143,Online,VIC,< 30%,Bengali,Organized,3.1,2 - 3 month
2318009,Yinke Li,2,Master,45+,< 1 year,500+ AUD,884,Both,WA,< 30%,Chinese - Wu,Organized,2.6,2 - 3 month
1680331,Yinzhi Tang,9,Doctorate,33-39,< 1 year,101– 200 AUD,845,Both,NT,< 30%,Danish,Organized,4.2,1 month
1700147,Yiqian Zhang,8,Diploma,25-32,> 5 years,500+ AUD,601,Both,VIC,< 30%,Italian,Independent,2.6,4- 6 month
2318015,Yiran Hou,2,Doctorate,25-32,> 5 years,500+ AUD,801,Inperson,TAS,31%-50%,Amharic,Organized,3.7,Immediately
962532,Yiru Zhang,16,Master,25-32,< 1 year,0 ~ 100 AUD,417,Both,ACT,>81%,Farsi,Independent,3.5,2 - 3 month
1799960,Yit Hwa Cheng,8,Bachelor ,25-32,3 -  5 years,0 ~ 100 AUD,190,Both,QLD,< 30%,Greek,Organized,4.8,2 - 3 month
2117685,Yiwen Ding,4,Bachelor ,25-32,3 -  5 years,500+ AUD,124,Online,VIC, 51 %- 80 %,Syriac,Organized,3.3,4- 6 month
2217923,Yixin Zhu,3,Diploma,33-39,3 -  5 years,0 ~ 100 AUD,030,Inperson,TAS,< 30%,Hungarian,Independent,4.3,4- 6 month
963900,Yixing Song,16,Doctorate,25-32,1 - 3 years,0 ~ 100 AUD,866,Inperson,TAS, 51 %- 80 %,Nepali,Independent,4.7,2 - 3 month
1466022,Yiyue Ma,11,Diploma,40-44,> 5 years,0 ~ 100 AUD,410,Online,QLD, 51 %- 80 %,Tamil,Independent,3.4,4- 6 month
1577120,Yizhen Zhao,10,Master,18-24,3 -  5 years,0 ~ 100 AUD,408,Online,SA,>81%,Hindi,Organized,3.0,4- 6 month
958898,Yoana Japar Hugeng,16,Year 12 and below,45+,< 1 year,101– 200 AUD,571,Both,ACT,>81%,Kiswahili,Independent,4.4,4- 6 month
1796009,Yogendra Bista,8,Bachelor ,25-32,1 - 3 years,101– 200 AUD,157,Online,TAS,< 30%,Lithuanian,Independent,4.0,Immediately
1797600,Yogendra Poudel,8,Doctorate,33-39,3 -  5 years,0 ~ 100 AUD,010,Online,TAS,31%-50%,Norwegian,Organized,4.0,2 - 3 month
1170743,Yogita Arora,14,Diploma,18-24,< 1 year,0 ~ 100 AUD,804,Both,VIC, 51 %- 80 %,English,Organized,4.2,2 - 3 month
1575202,Yojana Pareek,10,Doctorate,25-32,< 1 year,0 ~ 100 AUD,421,Online,NT,>81%,Slovak,Organized,2.8,2 - 3 month
964594,Yoko Yamaguchi,16,Diploma,25-32,3 -  5 years,201 – 500 AUD,488,Inperson,WA,31%-50%,Syriac,Organized,3.1,Immediately
1801190,Yong Qian,7,Doctorate,40-44,> 5 years,101– 200 AUD,151,Both,TAS, 51 %- 80 %,Hungarian,Independent,4.5,4- 6 month
2217753,Yong Wang,3,Master,18-24,3 -  5 years,500+ AUD,103,Both,VIC,< 30%,Chinese - Mandarin,Organized,3.9,1 month
4106,Yong Heng Zhang,25,Diploma,45+,> 5 years,500+ AUD,988,Both,NSW, 51 %- 80 %,Pidgin,Organized,2.7,Immediately
320398,Yongchuan Wu,22,Bachelor ,25-32,< 1 year,0 ~ 100 AUD,176,Both,QLD, 51 %- 80 %,Hungarian,Independent,2.6,4- 6 month
1799004,Yongrong Wan,8,Year 12 and below,25-32,< 1 year,201 – 500 AUD,165,Both,QLD,< 30%,Marathi,Independent,2.9,4- 6 month
2217922,Yoo Jin Koh,3,Diploma,18-24,3 -  5 years,201 – 500 AUD,580,Inperson,WA,< 30%,Korean,Organized,4.3,2 - 3 month
2015616,Yossi Bokov Witkowsky,5,Bachelor ,25-32,3 -  5 years,101– 200 AUD,884,Both,TAS, 51 %- 80 %,Italian,Organized,4.9,Immediately
212055,You Hai Huang,23,Year 12 and below,18-24,> 5 years,0 ~ 100 AUD,485,Inperson,SA,>81%,Hebrew,Organized,2.7,1 month
1800979,Youhui You,7,Bachelor ,< 18,< 1 year,201 – 500 AUD,102,Online,SA,>81%,Italian,Independent,4.2,Immediately
744583,Youn Ja Meng,18,Year 12 and below,45+,1 - 3 years,0 ~ 100 AUD,408,Online,NT,< 30%,Hungarian,Organized,2.7,Immediately
534665,Young Song Lee,20,Master,33-39,3 -  5 years,500+ AUD,132,Inperson,VIC,>81%,Polish,Independent,3.3,Immediately
849923,Young Jin Kim,17,Bachelor ,25-32,1 - 3 years,101– 200 AUD,415,Online,WA,< 30%,Croatian,Organized,3.6,2 - 3 month
2318119,Younghoon Cho,2,Diploma,25-32,3 -  5 years,500+ AUD,956,Inperson,NT,31%-50%,Spanish,Organized,2.5,Immediately
701746,Youngki Hong,18,Master,40-44,3 -  5 years,0 ~ 100 AUD,114,Inperson,QLD,>81%,Nepali,Independent,4.2,4- 6 month
1679356,Younus Muhammad,9,Diploma,45+,3 -  5 years,500+ AUD,165,Inperson,WA,>81%,Spanish,Independent,5.0,1 month
1571795,Yousef  Moshmosh,10,Doctorate,25-32,< 1 year,0 ~ 100 AUD,160,Online,NSW, 51 %- 80 %,Albanian,Organized,3.8,2 - 3 month
2217826,Yousra El Haddad,3,Diploma,33-39,< 1 year,101– 200 AUD,143,Online,NT,< 30%,Arabic,Organized,4.2,1 month
1278455,Youssef Haddad,13,Doctorate,33-39,1 - 3 years,201 – 500 AUD,802,Both,ACT, 51 %- 80 %,Nepali,Independent,3.4,4- 6 month
1799299,Yu Wu,8,Year 12 and below,25-32,> 5 years,0 ~ 100 AUD,445,Online,WA,< 30%,Persian,Organized,3.6,1 month
1801621,Yu Wang,7,Bachelor ,25-32,3 -  5 years,201 – 500 AUD,956,Inperson,ACT,31%-50%,Sinhalese,Independent,4.2,4- 6 month
1804284,Yu Wang,7,Master,33-39,< 1 year,201 – 500 AUD,837,Inperson,QLD,31%-50%,Sinhalese,Independent,4.2,2 - 3 month
2217727,Yu Liu,3,Bachelor ,25-32,1 - 3 years,201 – 500 AUD,685,Inperson,TAS,< 30%,Kiswahili,Independent,3.6,4- 6 month
426271,Yu Qin Chen,21,Diploma,33-39,> 5 years,201 – 500 AUD,685,Both,WA,< 30%,Nepali,Independent,3.4,2 - 3 month
955033,Yu Gan Chen,16,Bachelor ,25-32,> 5 years,0 ~ 100 AUD,102,Online,VIC,>81%,Ukrainian,Organized,3.1,2 - 3 month
746305,Yu Li,18,Year 12 and below,25-32,< 1 year,101– 200 AUD,456,Inperson,QLD,< 30%,Persian,Independent,4.9,4- 6 month
955280,Yu Huang,16,Master,33-39,1 - 3 years,201 – 500 AUD,977,Online,VIC,31%-50%,Bosnian,Independent,4.5,Immediately
958850,Yu Li,16,Diploma,25-32,1 - 3 years,101– 200 AUD,423,Both,ACT,>81%,Swedish,Organized,2.8,4- 6 month
959406,Yu Su,16,Bachelor ,33-39,1 - 3 years,0 ~ 100 AUD,977,Both,SA,< 30%,Serbian,Organized,4.1,1 month
1069405,Yu Hugh Zhang,15,Doctorate,25-32,< 1 year,0 ~ 100 AUD,200,Both,NSW,< 30%,Hebrew,Organized,3.9,4- 6 month
9802095,Yu Bin Sun,27,Doctorate,18-24,< 1 year,500+ AUD,192,Inperson,SA,< 30%,Hebrew,Independent,3.9,1 month
1576803,Yu Ji,10,Diploma,33-39,< 1 year,101– 200 AUD,837,Inperson,TAS, 51 %- 80 %,English,Independent,4.0,Immediately
1790023,Yu Zhang,8,Diploma,25-32,< 1 year,0 ~ 100 AUD,420,Inperson,ACT,< 30%,Chinese - Min,Independent,4.1,2 - 3 month
1794605,Yu  Pan,8,Master,25-32,< 1 year,500+ AUD,300,Inperson,ACT,< 30%,Syriac,Organized,3.3,1 month
1794732,Yu Gao,8,Diploma,40-44,> 5 years,500+ AUD,857,Inperson,ACT,< 30%,Bosnian,Organized,4.3,2 - 3 month
214308,Yu Chen Jenny Tan,23,Doctorate,25-32,3 -  5 years,500+ AUD,176,Inperson,ACT,31%-50%,Ukrainian,Organized,3.9,4- 6 month
1802359,Yuan Zhang,7,Diploma,25-32,1 - 3 years,500+ AUD,820,Both,TAS, 51 %- 80 %,Chinese - Min,Independent,4.8,Immediately
2016159,Yuan Rick Tian,5,Bachelor ,25-32,3 -  5 years,101– 200 AUD,573,Inperson,NSW, 51 %- 80 %,Punjabi,Independent,3.8,1 month
425430,Yuan Wu,21,Diploma,25-32,1 - 3 years,0 ~ 100 AUD,893,Both,QLD,< 30%,Portuguese,Organized,3.5,Immediately
850035,Yuan Tian,17,Year 12 and below,25-32,< 1 year,201 – 500 AUD,866,Both,NT,31%-50%,Spanish,Organized,4.4,4- 6 month
956209,Yuan Yuan,16,Doctorate,18-24,< 1 year,0 ~ 100 AUD,050,Both,QLD,< 30%,Chinese - Fukienese,Independent,3.4,2 - 3 month
1170527,Yuan Yu,14,Bachelor ,40-44,1 - 3 years,201 – 500 AUD,488,Both,SA, 51 %- 80 %,Syriac,Independent,2.6,4- 6 month
1790852,Yuan Yang,8,Bachelor ,33-39,3 -  5 years,101– 200 AUD,495,Inperson,NT,< 30%,Bengali,Independent,4.5,Immediately
1790965,Yuan Zhang,8,Master,45+,3 -  5 years,101– 200 AUD,500,Online,TAS, 51 %- 80 %,Filipino,Independent,3.3,4- 6 month
1793302,Yuan Gao,8,Year 12 and below,25-32,> 5 years,101– 200 AUD,475,Inperson,VIC,>81%,Russian,Independent,4.9,4- 6 month
1795648,Yuan Tian,8,Master,33-39,1 - 3 years,500+ AUD,188,Both,ACT,< 30%,Chinese - Fukienese,Organized,2.6,4- 6 month
955444,Yuanbing Han,16,Bachelor ,45+,3 -  5 years,0 ~ 100 AUD,176,Online,TAS,>81%,Slovak,Independent,3.9,Immediately
1790232,Yuanfang Chen,8,Year 12 and below,25-32,> 5 years,201 – 500 AUD,886,Inperson,WA,31%-50%,Polish,Independent,3.2,2 - 3 month
1804828,Yuanyuan Dong,7,Master,40-44,< 1 year,0 ~ 100 AUD,143,Online,NT,31%-50%,Sinhalese,Independent,4.1,2 - 3 month
1806424,Yuanyuan Huang,7,Master,25-32,> 5 years,500+ AUD,790,Online,SA,< 30%,Malayalam,Organized,3.4,1 month
1678457,Yuanyuan Jiang,9,Diploma,18-24,< 1 year,101– 200 AUD,495,Online,SA, 51 %- 80 %,Lithuanian,Independent,3.1,4- 6 month
1792085,Yuchun Bu,8,Diploma,25-32,> 5 years,101– 200 AUD,476,Inperson,TAS,>81%,Sinhalese,Independent,2.8,1 month
2116998,Yudi Chen,4,Bachelor ,33-39,3 -  5 years,0 ~ 100 AUD,976,Both,VIC,>81%,Filipino,Organized,2.8,2 - 3 month
2318064,Yudu Nanda Kandel,2,Bachelor ,25-32,1 - 3 years,101– 200 AUD,845,Both,NSW,>81%,Farsi,Independent,3.3,1 month
1807652,Yue Zou,7,Master,40-44,< 1 year,0 ~ 100 AUD,570,Online,ACT,31%-50%,Kurdish,Independent,2.6,Immediately
1808537,Yue Huang,7,Doctorate,25-32,< 1 year,201 – 500 AUD,051,Both,QLD, 51 %- 80 %,Bulgarian,Independent,2.5,4- 6 month
1682800,Yue Peter Wei,9,Year 12 and below,33-39,< 1 year,101– 200 AUD,160,Both,NSW,>81%,Slovak,Organized,3.4,1 month
1687292,Yue Sun,9,Doctorate,18-24,3 -  5 years,500+ AUD,485,Online,WA,31%-50%,Persian,Organized,3.5,4- 6 month
1066811,Yuet San Cynthia Law,15,Master,25-32,1 - 3 years,500+ AUD,422,Both,NT,< 30%,Slovak,Independent,3.6,4- 6 month
1173659,Yuhong Xing,14,Bachelor ,18-24,3 -  5 years,0 ~ 100 AUD,203,Inperson,NT,< 30%,Hungarian,Independent,2.7,4- 6 month
1912565,Yuhua Cai,6,Bachelor ,25-32,1 - 3 years,500+ AUD,575,Online,WA,31%-50%,Chinese,Organized,3.6,2 - 3 month
1801289,Yujie Rong,7,Diploma,25-32,1 - 3 years,101– 200 AUD,051,Online,QLD,< 30%,Filipino,Independent,4.7,2 - 3 month
1172154,Yujin Shen,14,Doctorate,25-32,3 -  5 years,201 – 500 AUD,601,Online,TAS,>81%,Pidgin,Organized,3.1,4- 6 month
1466426,Yujing Kong,11,Diploma,45+,< 1 year,0 ~ 100 AUD,602,Online,QLD, 51 %- 80 %,Swedish,Independent,3.4,4- 6 month
102510,Yuk Shan Cheung,24,Doctorate,25-32,> 5 years,201 – 500 AUD,176,Inperson,SA,31%-50%,Polish,Independent,3.9,1 month
9686793,Yuk Keung Lau,29,Bachelor ,25-32,< 1 year,0 ~ 100 AUD,160,Online,ACT,31%-50%,Danish,Organized,3.0,1 month
2318120,Yukari Sato,2,Master,33-39,> 5 years,500+ AUD,487,Both,QLD, 51 %- 80 %,Filipino,Organized,3.5,Immediately
1808020,Yulan He,7,Master,25-32,3 -  5 years,101– 200 AUD,884,Inperson,NSW,>81%,Chinese - Fukienese,Independent,3.8,2 - 3 month
1066715,Yulia Moiseeva,15,Diploma,25-32,3 -  5 years,201 – 500 AUD,410,Both,NT,31%-50%,Polish,Independent,4.5,2 - 3 month
639721,Yuling Jiang,19,Master,25-32,> 5 years,500+ AUD,101,Online,SA,31%-50%,Portuguese,Organized,4.9,Immediately
1807323,Yuliya Kapoor,7,Diploma,33-39,3 -  5 years,500+ AUD,570,Both,NT, 51 %- 80 %,Chinese - Wu,Organized,3.0,2 - 3 month
1909566,Yulong Han,6,Bachelor ,25-32,< 1 year,500+ AUD,426,Both,WA,>81%,Macedonian,Independent,3.2,2 - 3 month
1797655,Yun Bing Chin,8,Diploma,25-32,1 - 3 years,101– 200 AUD,155,Online,QLD, 51 %- 80 %,Swahili,Organized,3.2,2 - 3 month
1805152,Yun Hua,7,Bachelor ,40-44,1 - 3 years,101– 200 AUD,402,Inperson,QLD,31%-50%,Thai,Organized,3.9,4- 6 month
1808804,Yun Wang,7,Diploma,25-32,3 -  5 years,201 – 500 AUD,600,Both,SA, 51 %- 80 %,Bahasa - Malaysian,Organized,3.5,2 - 3 month
2015743,Yun Wang,5,Master,18-24,1 - 3 years,0 ~ 100 AUD,192,Online,WA,>81%,Spanish,Organized,5.0,Immediately
2016224,Yun Wu,5,Year 12 and below,25-32,1 - 3 years,0 ~ 100 AUD,419,Both,WA,>81%,Tamil,Independent,3.5,4- 6 month
427738,Yun Zhu,21,Year 12 and below,25-32,< 1 year,201 – 500 AUD,785,Online,NSW, 51 %- 80 %,Swedish,Independent,4.6,2 - 3 month
641129,Yun Kyung Kwon,19,Year 12 and below,25-32,1 - 3 years,201 – 500 AUD,423,Inperson,TAS,>81%,Swahili,Organized,3.0,1 month
958487,Yun Wang,16,Diploma,25-32,3 -  5 years,101– 200 AUD,157,Inperson,QLD, 51 %- 80 %,Farsi,Organized,5.0,2 - 3 month
9788669,Yun Og Park,28,Year 12 and below,18-24,1 - 3 years,500+ AUD,890,Both,NSW,31%-50%,French,Organized,4.5,2 - 3 month
1461609,Yun Lin,11,Diploma,33-39,< 1 year,101– 200 AUD,010,Online,ACT,31%-50%,Nepali,Independent,4.4,2 - 3 month
1574827,Yun Zhang,10,Master,33-39,> 5 years,500+ AUD,851,Both,NSW, 51 %- 80 %,Korean,Organized,4.8,4- 6 month
701102,Yunfeng Du,18,Year 12 and below,25-32,3 -  5 years,101– 200 AUD,892,Online,QLD,< 30%,Korean,Organized,4.5,Immediately
1794681,Yunqi Luo,8,Year 12 and below,25-32,1 - 3 years,500+ AUD,408,Online,WA,>81%,Chinese - Hokkien,Organized,3.7,2 - 3 month
1791439,Yunsheng Wu,8,Diploma,33-39,> 5 years,101– 200 AUD,114,Online,WA,< 30%,Japanese,Independent,2.5,1 month
1800520,Yunus Noori,7,Doctorate,25-32,1 - 3 years,101– 200 AUD,580,Online,TAS,31%-50%,Danish,Organized,2.5,Immediately
961979,Yunus Yip,16,Diploma,25-32,< 1 year,0 ~ 100 AUD,419,Inperson,NSW,31%-50%,Chinese,Organized,3.7,2 - 3 month
1700178,Yunwei Wu,8,Year 12 and below,40-44,< 1 year,101– 200 AUD,426,Online,TAS,< 30%,Bulgarian,Organized,3.7,4- 6 month
1807107,Yunyi Wang,7,Master,25-32,> 5 years,0 ~ 100 AUD,411,Both,NSW, 51 %- 80 %,Urdu,Organized,4.1,2 - 3 month
425649,Yupeng Zhang,21,Doctorate,25-32,3 -  5 years,500+ AUD,602,Inperson,WA,< 30%,Fijian,Independent,2.7,Immediately
1278859,Yuqiong Deng,13,Doctorate,25-32,> 5 years,0 ~ 100 AUD,101,Online,NSW, 51 %- 80 %,Persian,Independent,2.7,1 month
